competencias;comp_original;cod
valore expectativa desempeño asegurando colaboradore objetivo bien definido proveyendo coaching entrenamiento colaboradore conocimiento tecnico habilidade blanda asegurando empleado cargo visibilidad potencial implementando mano hr plan desarrollo crecimiento promoviendo empowerment proactividad permitiendo colaboradore tomen decisione acorde nivel responsabilidad asegurando implementacion cultura modelo trabajo agile lean desarrollo implementacion plataforma software definiendo estrategia implementacion solucion tecnica;Valores y expectativas de desempeño asegurando que todos los colaboradores tengan objetivos bien definidos proveyendo coaching y entrenamiento a los colaboradores tanto en conocimientos tecnicos como en habilidades blandas asegurando que los empleados a su cargo tengan visibilidad de su potencial e implementando de la mano de hr un plan de desarrollo y crecimiento promoviendo el empowerment y la proactividad permitiendo que los colaboradores tomen decisiones acordes a su nivel de responsabilidad asegurando la implementacion de la cultura y el modelo de trabajo agile  lean   desarrollo e implementacion de plataformas de software   definiendo la estrategia de implementacion de solucion tecnica;comp00000
vender equipo aparato instrumento técnico repuesto suministro servicio requieran empresa comerciale industriale índole cliente particulares;Vender equipos aparatos e instrumentos técnicos repuestos y otros suministros con los servicios que requieran a empresas comerciales industriales o de otra índole y a clientes particulares;comp00011
vender pública subasta diversa clase biene : propiedade inmue- ble automóvile producto básico ganado obra objeto arte joya artículos;Vender en pública subasta diversas clases de bienes: propiedades inmue- bles automóviles productos básicos ganado obras y objetos de arte joyas y otros artículos;comp00000
verificar corregir prueba imprenta;Verificar y corregir pruebas de imprenta;comp00000
verificar cuenta llevar registro contables;Verificar cuentas y llevar registros contables;comp00011
verificar equipo grabación sonido película cinematográfica cinta vídeo disco gramófono cinta magnetofónica disco digitale emisión directa radio televisión u fines;Verificar equipos de grabación de sonido para películas cinematográficas cintas de vídeo discos de gramófono cintas magnetofónicas discos digitales emisión directa por radio o televisión u otros fines;comp00011
verificar exactitud comprobante documento relativo ingreso egreso transaccione financieras;Verificar la exactitud de los comprobantes y otros documentos relativos a ingresos y egresos y otras transacciones financieras;comp00005
verificar operar equipo ajustar mejorar combinar grabacione imágene sonido obtener resultado calidad satisfactoria crear efecto especiale imágene sonido;Verificar y operar equipos para ajustar mejorar y combinar grabaciones de imágenes y sonido hasta obtener resultados de calidad satisfactoria y para crear efectos especiales de imágenes y sonido;comp00011
verificar plane producción nivele existencia oportuna expedición mercancías;Verificar los planes de producción los niveles de existencia y la oportuna expedición de las mercancías;comp00144
verificar registrar vacacione derecho personal;Verificar y registrar las vacaciones y otros derechos del personal;comp00011
verificar solicitude reunione audiencia colaborar organización reuniones;Verificar las solicitudes de reuniones o audiencias y colaborar en la organización de reuniones;comp00000
verificar título propiedad preparar autorizar transferencia propiedades;Verificar títulos de propiedad y preparar y autorizar transferencias de propiedades;comp00011
vigilar aplicación política gubernamental legislación departamento organismo públicos;Vigilar la aplicación de la política gubernamental y de la legislación por los departamentos y organismos públicos;comp00000
vigilar cumplimiento norma seguridad trabajo procedimiento conexos;Vigilar el cumplimiento de las normas de seguridad en el trabajo y los procedimientos conexos;comp00000
vigilar gasto asegurar utilización racional recursos;Vigilar los gastos y asegurar la utilización racional de los recursos;comp00000
vigilar gastos;Vigilar los gastos;comp02222
vigilar interpretación aplicación política gobierno legislación;Vigilar la interpretación y aplicación de las políticas del gobierno y de la legislación;comp00000
vigilar interpretación aplicación política gobierno legislación servicio u organismo oficiale intergubernamentales;Vigilar la interpretación y aplicación de las políticas del gobierno y de la legislación por los servicios u organismos oficiales o intergubernamentales;comp00000
vigilar interpretación aplicación política legislación;Vigilar la interpretación y aplicación de la política y la legislación;comp00000
vigilar rendimiento personal controlar selección formación evaluar resultado comunicar información directore responsables;Vigilar el rendimiento del personal y controlar su selección y formación evaluar los resultados y comunicar esta información a los directores responsables;comp00011
vinculacion base dato sql server monitorear controlar calidad informacionen herramienta gestion brindar soporte primer nivel resolver duda operativa capacitar uso herramienta disponible nivel educativo recibido estudiante universitario ultimo año licenciatura ingenieria telecomunicaciones;Y su vinculacion con bases de datos sql server monitorear y controlar la calidad de la informacionen la herramienta de gestion brindar soporte de primer nivel resolver dudas operativas capacitar en el uso de las herramientas disponibles   nivel educativo recibido o estudiante universitario de los ultimos años de licenciatura o ingenieria telecomunicaciones;comp00144
virtualizacion datos;Y virtualizacion de datos;comp00011
vmwarevdi mantenimiento computadora deseable conocimiento practico proceso itil gestion incidentes;Vmwarevdi y mantenimiento de computadoras deseable conocimiento practico de los procesos itil para la gestion de incidentes;comp00011
wifi basico conocimiento itil mesa ayuda instalacon equipo sonido multimedia conocimiento ofimatic;Wifi basico conocimiento de itil  mesa de ayuda instalacon de equipos de sonido y multimedia conocimiento de ofimatic;comp00144
window sistema operativo atencion tipo consulta tecnica atencion call center activacion servicio mantenimiento datacenter gestion proveedore relacionado directamente area operacione gestion bilingüe español ingle acceso total bajo vigilancia servidor perfil requerido titulo tecnico informatica ( ) manejo plataforma programa manejo herramienta informatica deseable conocimiento erp deseable ingle tecnico nivel medio networking basico ( router switch firewall nivel conceptual ) servidore nivel hardware conceptual ( marca dell hp supermicro ) sistema operativo window server;Windows y otros sistemas operativos atencion todo tipo de consultas tecnicas atencion call center activacion de servicios mantenimiento datacenter gestion proveedores relacionados directamente con el area de operaciones gestion bilingüe español e ingles acceso total bajo vigilancia para servidor perfil requerido titulo tecnico en informatica (ti) manejo de plataformas y programas ti manejo de herramientas informaticas deseable conocimiento de erp deseable ingles tecnico nivel medio networking basico (routers switchs firewalls a nivel conceptual) servidores a nivel hardware conceptual (marcas dell hp supermicro) sistema operativos windows server;comp00144
